State,Year,ProgramType,CountEverEnrolled,CountLastMonthEnrollment,AverageEnrollmentPerMonth,DQUnusable
West Virginia,2021,CHIP,"38,490","34,594","32,984",
West Virginia,2021,Unknown,0,0,0,
West Virginia,2022,Medicaid,"639,901","638,676","596,395",
West Virginia,2022,CHIP,"73,506","71,262","69,038",Unusable
West Virginia,2022,Unknown,0,0,0,
Wisconsin,2016,Medicaid,"1,369,967","1,338,924","1,108,205",
Wisconsin,2016,CHIP,"105,492","80,084","59,799",
Wisconsin,2016,Unknown,0,0,0,
Wisconsin,2017,Medicaid,"1,230,202","1,196,874","994,552",
Wisconsin,2017,CHIP,"110,597","84,993","62,816",
Wisconsin,2017,Unknown,0,0,0,
Wisconsin,2018,Medicaid,"1,330,050","1,294,545","1,080,227",
Wisconsin,2018,CHIP,"121,976","92,661","69,791",
Wisconsin,2018,Unknown,0,0,0,
Wisconsin,2019,Medicaid,"1,311,923","1,281,814","1,073,784",
Wisconsin,2019,CHIP,"118,561","89,333","69,528",
Wisconsin,2019,Unknown,0,0,0,
Wisconsin,2020,Medicaid,"1,341,328","1,322,738","1,165,982",
Wisconsin,2020,CHIP,"109,879","80,591","72,421",
Wisconsin,2020,Unknown,0,0,0,
Wisconsin,2021,Medicaid,"1,446,773","1,430,109","1,334,520",
Wisconsin,2021,CHIP,"105,846","89,698","82,217",
Wisconsin,2021,Unknown,0,0,0,
Wisconsin,2022,Medicaid,"1,539,523","1,524,608","1,434,059",
Wisconsin,2022,CHIP,"112,946","95,048","89,742",
Wisconsin,2022,Unknown,0,0,0,
Wyoming,2016,Medicaid,"99,976","99,976","86,451",
Wyoming,2016,CHIP,"6,872","6,872","4,452",High Concern
Wyoming,2016,Unknown,0,0,0,
Wyoming,2017,Medicaid,"83,422","83,422","62,374",
Wyoming,2017,CHIP,"9,161","9,161","5,790",High Concern
Wyoming,2017,Unknown,"1,719","1,382",952,
Wyoming,2018,Medicaid,"79,941","79,941","60,572",
Wyoming,2018,CHIP,"9,416","9,416","6,586",High Concern
Wyoming,2018,Unknown,"1,455","1,144",812,
Wyoming,2019,Medicaid,"76,979","76,979","58,108",
Wyoming,2019,CHIP,"9,468","9,468","6,432",High Concern
Wyoming,2019,Unknown,"1,724","1,332","1,007",
Wyoming,2020,Medicaid,"75,569","74,547","61,427",
Wyoming,2020,CHIP,"10,640","9,068","6,733",Unusable
Wyoming,2020,Unknown,0,0,0,
Wyoming,2021,Medicaid,"83,474","82,771","72,532",
Wyoming,2021,CHIP,"6,058","5,093","4,812",
Wyoming,2021,Unknown,DS,DS,DS,
Wyoming,2022,Medicaid,"92,069","91,506","80,649",
Wyoming,2022,CHIP,"6,152","5,405","5,097",
Wyoming,2022,Unknown,0,0,0,
Puerto Rico,2016,Medicaid,"1,315,788","1,315,571","1,084,323",Not assessed
Puerto Rico,2016,CHIP,"80,406","80,113","56,315",Not assessed
Puerto Rico,2016,Unknown,0,0,0,Not assessed
Puerto Rico,2017,Medicaid,"1,371,067","1,371,067","1,057,151",Not assessed
Puerto Rico,2017,CHIP,"91,359","91,359","69,540",Not assessed
Puerto Rico,2017,Unknown,0,0,0,Not assessed
Puerto Rico,2018,Medicaid,"1,438,531","1,426,325","1,309,162",Not assessed
Puerto Rico,2018,CHIP,"104,243","94,626","86,340",Not assessed
Puerto Rico,2018,Unknown,0,0,0,Not assessed
Puerto Rico,2019,Medicaid,"1,424,443","1,395,077","1,207,075",Not assessed
Puerto Rico,2019,CHIP,"121,969","99,404","86,873",Not assessed
Puerto Rico,2019,Unknown,0,0,0,Not assessed
Puerto Rico,2020,Medicaid,"1,408,374","1,401,787","1,206,887",Not assessed
Puerto Rico,2020,CHIP,"101,184","93,990","85,855",Not assessed
Puerto Rico,2020,Unknown,0,0,0,Not assessed
Puerto Rico,2021,Medicaid,"1,469,599","1,469,306","1,417,166",Not assessed
Puerto Rico,2021,CHIP,"93,002","92,171","91,139",Not assessed
Puerto Rico,2021,Unknown,0,0,0,Not assessed
Puerto Rico,2022,Medicaid,"1,533,709","1,533,052","1,468,826",Not assessed
Puerto Rico,2022,CHIP,"93,144","81,687","86,685",Not assessed
Puerto Rico,2022,Unknown,0,0,0,Not assessed
Virgin Islands,2016,Medicaid,0,0,0,Not assessed
Virgin Islands,2016,CHIP,0,0,0,Not assessed
Virgin Islands,2016,Unknown,0,0,0,Not assessed
Virgin Islands,2017,Medicaid,"18,733","18,733","14,776",Not assessed
Virgin Islands,2017,CHIP,"10,762","10,762","8,854",Not assessed
Virgin Islands,2017,Unknown,0,0,0,Not assessed
Virgin Islands,2018,Medicaid,"19,598","19,568","16,559",Not assessed
Virgin Islands,2018,CHIP,"10,389","10,373","9,172",Not assessed
Virgin Islands,2018,Unknown,578,577,524,Not assessed
Virgin Islands,2019,Medicaid,"20,726","20,628","18,249",Not assessed
Virgin Islands,2019,CHIP,"11,516","11,507","10,446",Not assessed
Virgin Islands,2019,Unknown,419,418,256,Not assessed
Virgin Islands,2020,Medicaid,"22,645","22,645","20,396",Not assessed
Virgin Islands,2020,CHIP,"11,113","11,111","10,211",Not assessed
Virgin Islands,2020,Unknown,0,0,0,Not assessed
Virgin Islands,2021,Medicaid,"36,116","36,110","33,714",Not assessed
Virgin Islands,2021,CHIP,"1,387","1,384","1,306",Not assessed
Virgin Islands,2021,Unknown,0,0,0,Not assessed
Virgin Islands,2022,Medicaid,"37,674","37,671","35,605",Not assessed
Virgin Islands,2022,CHIP,"1,511","1,510","1,457",Not assessed
Virgin Islands,2022,Unknown,0,0,0,Not assessed
