state,year,obesity_pct,obesity_ci_low,obesity_ci_high,sample_size,diabetes_pct,diabetes_ci_low,diabetes_ci_high,glp1_prescriptions,n_cells,n_suppressed_cells,pct_cells_suppressed,medicaid_enrollment,population,pct_65plus,income_pc_nominal,income_pc_real,unemployment_rate,glp1_per_1000_enrollees,glp1_per_1000_pop,log_income_pc,log_population
ND,2022,35.4,33.6,37.3,3796.0,9.6,8.6,10.6,5453.0,47.0,17.0,36.170212765957444,123319.0,781057,16.753375304966298,71089.0,76198.36265465099,2.125,44.21865243798604,6.981564725749849,11.241095253972107,13.56840340951334
ND,2023,35.6,33.9,37.3,5077.0,9.5,8.7,10.4,6563.0,53.0,18.0,33.9622641509434,,789047,17.116974240062007,71725.0,73840.54695318015,2.066666666666667,,8.317628734409992,11.209663276424221,13.578581167128622
ND,2024,36.8,35.2,38.5,5234.0,10.6,9.8,11.5,5709.0,68.0,37.0,54.411764705882355,,796568,17.45034282797294,72037.0,72037.0,2.4,,7.166996414618715,11.184935154891406,13.588067778197232
OH,2011,29.6,28.3,31.0,9339.0,10.0,9.3,10.8,15220.0,25.0,0.0,0.0,,11545735,14.256920829252042,38927.0,54285.63373875159,8.758333333333333,,1.3182356948258382,10.902014898886316,16.26182666266805
OH,2012,30.1,29.0,31.2,12319.0,11.6,10.9,12.3,18343.0,44.0,4.0,9.090909090909092,,11550971,14.766156938996035,40279.0,55032.26174836949,7.391666666666667,,1.5880050257246772,10.915674869488504,16.262280060662523
OH,2013,30.4,29.2,31.6,11260.0,10.4,9.7,11.1,19060.0,41.0,1.0,2.4390243902439024,,11579692,15.13965312341145,40752.0,54874.68830346075,7.383333333333333,,1.6459850572882249,10.912807470242175,16.264763432173364
OH,2014,32.6,31.2,34.1,10313.0,11.7,10.9,12.6,23686.0,53.0,11.0,20.754716981132077,,11606573,15.524041739977449,42277.0,56019.42024137982,5.816666666666666,,2.0407401909245735,10.933453699624163,16.267082133528973
OH,2015,29.8,28.4,31.2,10924.0,11.0,10.3,11.8,41987.0,102.0,27.0,26.470588235294116,,11622315,15.87391617517201,43799.0,57967.39141566497,4.958333333333333,,3.612619344769093,10.96763591445404,16.2684375150186
OH,2016,31.5,30.2,32.8,11455.0,11.1,10.4,11.9,59575.0,106.0,33.0,31.132075471698112,2779410.0,11640060,16.260848878445188,44574.0,58258.11891867118,5.058333333333334,21.434405143537656,5.118100765803613,10.972638742293423,16.269963154893457
OH,2017,33.8,32.5,35.1,11398.0,11.3,10.6,12.1,82707.0,97.0,26.0,26.804123711340207,2851700.0,11665706,16.646732848487282,46114.0,59013.835873986674,4.933333333333334,29.00270014377389,7.089755219272627,10.9855272017343,16.272163984538075
OH,2018,34.0,32.7,35.3,11907.0,12.2,11.5,13.0,101072.0,113.0,30.0,26.548672566371682,2718183.0,11680892,17.044581058541834,47821.0,59739.16957855255,4.4750000000000005,37.18366276295599,8.65276384714455,10.997743191080124,16.27346490231134
OH,2019,34.8,33.5,36.1,12385.0,12.0,11.2,12.8,126939.0,112.0,30.0,26.785714285714285,2621078.0,11696507,17.48841757098267,49395.0,60607.12074980549,4.125,48.43007342780337,10.852727228735896,11.01216766927654,16.274800808185407
OH,2020,35.5,34.3,36.7,13190.0,12.4,11.7,13.1,155534.0,135.0,41.0,30.37037037037037,2740832.0,11798905,17.448287465669004,52852.0,64058.604707293016,8.258333333333333,56.747002370083244,13.182070709103938,11.067553641897106,16.283517288519853
OH,2021,37.8,36.6,39.0,12922.0,12.6,11.9,13.3,203469.0,164.0,50.0,30.48780487804878,2994381.0,11767344,17.858413466771154,57537.0,66607.8571630228,5.258333333333334,67.95027085731576,17.29098766892512,11.10657782499069,16.280838795318065
OH,2022,38.1,37.0,39.3,14868.0,13.1,12.3,13.8,290909.0,221.0,76.0,34.38914027149321,3172035.0,11777874,18.254322295102103,58300.0,62490.18192359088,3.966666666666667,91.7105265231941,24.699618963490355,11.042764734162143,16.28173324451807
OH,2023,36.4,35.2,37.7,12121.0,13.2,12.5,13.9,369045.0,247.0,82.0,33.19838056680162,,11824034,18.69165948662125,61822.0,63645.45547214365,3.6666666666666665,,31.211429195822678,11.061083202727096,16.285644797673427
OH,2024,36.9,35.5,38.4,9214.0,13.1,12.2,14.0,369761.0,264.0,80.0,30.303030303030305,,11883304,19.108888566319965,64587.0,64587.0,4.3500000000000005,,31.11600948692384,11.075768431129438,16.290644947710224
OK,2011,31.1,29.7,32.5,8159.0,11.1,10.3,11.9,1305.0,19.0,3.0,15.789473684210526,,3788824,13.700880771855465,39694.0,55355.25331070993,5.566666666666666,,0.34443405130457366,10.921526844395641,15.147566238671166
OK,2012,32.2,30.8,33.6,7719.0,11.5,10.7,12.3,1531.0,20.0,3.0,15.0,,3819320,14.058730475997107,41905.0,57253.82776547143,5.075,,0.4008566970036551,10.955249779713672,15.155582954265808
OK,2013,32.5,31.2,33.9,7875.0,11.0,10.3,11.8,2122.0,20.0,5.0,25.0,,3853891,14.289765944928371,43607.0,58719.09434749247,5.116666666666666,,0.5506123551496397,10.980520239931932,15.164593845252398
OK,2014,33.0,31.7,34.3,8009.0,12.0,11.2,12.8,2507.0,21.0,2.0,9.523809523809524,,3879187,14.541957011854093,45884.0,60798.89959920221,4.341666666666667,,0.6462694373846891,11.015326969093143,15.17113615356123
OK,2015,33.9,32.2,35.6,6521.0,11.7,10.8,12.7,2956.0,44.0,22.0,50.0,,3910518,14.768456266331118,44279.0,58602.665003635455,4.283333333333333,,0.7559100865921088,10.978535452408755,15.179180404005153
OK,2016,32.8,31.2,34.3,6449.0,12.0,11.1,12.9,3599.0,43.0,8.0,18.6046511627907,685898.0,3928143,15.070683872056756,42053.0,54963.17752247676,4.65,5.247135871514423,0.9162090076659632,10.914418740408346,15.183677353089152
OK,2017,36.5,34.9,38.1,6113.0,12.7,11.8,13.7,4287.0,41.0,7.0,17.073170731707318,713214.0,3933602,15.417003423940198,43873.0,56145.94312571925,4.033333333333333,6.010818632275867,1.0898408125682262,10.93570970690134,15.185066103519842
OK,2018,34.8,33.1,36.6,4855.0,12.5,11.5,13.6,5134.0,48.0,24.0,50.0,692084.0,3943488,15.771543709273592,46030.0,57501.80832062847,3.2916666666666665,7.418174672438606,1.3018931463719428,10.95957167534534,15.18757616883343
OK,2019,36.8,35.2,38.4,5748.0,12.2,11.3,13.1,6221.0,42.0,15.0,35.714285714285715,683334.0,3960676,16.143359960699662,48177.0,59112.6481701261,3.1166666666666667,9.103893557177017,1.5706914678201398,10.987200193527567,15.191925275732576
OK,2020,36.4,34.7,38.2,4530.0,13.0,11.9,14.1,8168.0,50.0,18.0,36.0,761549.0,3965415,15.947311079487124,49993.0,60593.38956201657,6.3,10.725508141958036,2.0598096290047825,11.011941082972369,15.193121073399977
OK,2021,39.4,37.7,41.2,4952.0,12.8,11.8,13.9,13096.0,66.0,18.0,27.272727272727273,939619.0,3992238,16.137331599335777,54574.0,63177.73253410512,4.016666666666667,13.937564055218125,3.280365549348511,11.05370718472986,15.199862533874812
OK,2022,40.0,38.4,41.6,5278.0,13.3,12.4,14.3,30404.0,79.0,27.0,34.177215189873415,1151118.0,4026229,16.371078920231238,57929.0,62092.51712953168,3.0083333333333333,26.412583245158185,7.5514830378500575,11.03638076355222,15.208340763842443
OK,2023,38.7,37.2,40.2,6197.0,12.4,11.6,13.3,58635.0,90.0,15.0,16.666666666666668,,4063882,16.663794755156154,60871.0,62666.40548744551,3.1333333333333333,,14.42832247589866,11.045580785381762,15.217649232385847
OK,2024,36.8,35.4,38.2,6511.0,13.2,12.4,14.1,68168.0,157.0,23.0,14.64968152866242,,4095393,16.972526351114,63671.0,63671.0,3.2,,16.645044810107358,11.061484478871714,15.225373241360385
OR,2011,26.7,25.2,28.3,5959.0,9.3,8.4,10.3,944.0,36.0,15.0,41.666666666666664,,3872672,14.237323616064506,37531.0,52338.842444809154,9.458333333333334,,0.24375934755125145,10.86549405976791,15.16945526603891
OR,2012,27.3,25.7,29.0,5056.0,10.0,9.0,11.0,1079.0,40.0,17.0,42.5,,3900102,14.845323740084254,39128.0,53459.67719382808,8.708333333333334,,0.27665943095847234,10.886682951399859,15.176513264604022
OR,2013,26.5,24.9,28.1,5668.0,9.2,8.3,10.1,1457.0,38.0,14.0,36.8421052631579,,3924110,15.366118295651154,39462.0,53137.63618549196,7.75,,0.3712943826753073,10.880640735552342,15.18265013189426
OR,2014,27.9,26.3,29.6,4919.0,9.0,8.1,9.9,2404.0,44.0,15.0,34.09090909090909,,3965447,15.851749524490415,41654.0,55193.90994475567,6.641666666666667,,0.6062368252557656,10.918607899090945,15.193129143140695
OR,2015,30.1,28.4,31.8,4905.0,10.7,9.7,11.7,4715.0,80.0,42.0,52.5,,4018542,16.293324362194618,44166.0,58453.11101313407,5.458333333333333,,1.1733111163202972,10.975980190687125,15.206429708241359
OR,2016,28.7,27.3,30.3,5000.0,9.5,8.7,10.4,6532.0,79.0,33.0,41.77215189873418,1092428.0,4093271,16.665684798952196,45467.0,59425.26793366587,4.75,5.979341430281904,1.5957897730201591,10.992474800988376,15.224854963886184
OR,2017,29.4,27.9,30.9,4909.0,9.6,8.7,10.5,10556.0,82.0,29.0,35.36585365853659,997582.0,4147294,17.103041620524845,47566.0,60872.015378888194,4.066666666666666,10.581586275614436,2.5452740992078207,11.016528830499384,15.237966631338232
OR,2018,29.9,28.4,31.4,5471.0,11.0,10.0,12.0,13643.0,95.0,34.0,35.78947368421053,966682.0,4183538,17.615432248917056,50209.0,62722.31792245133,4.033333333333333,14.113224410923138,3.261115352603466,11.046472611013145,15.246667857979991
OR,2019,29.0,27.5,30.4,5548.0,8.6,7.8,9.4,18829.0,100.0,38.0,38.0,976847.0,4216116,18.14138572890187,52190.0,64036.55495358535,3.725,19.275280571061792,4.465958716505902,11.067209370435425,15.254424883056325
OR,2020,28.1,26.6,29.6,4830.0,9.5,8.6,10.5,25768.0,116.0,41.0,35.3448275862069,1052443.0,4243779,18.1661404541818,56663.0,68677.67953018512,7.574999999999999,24.483986306146747,6.071946724841232,11.13717952775142,15.260964703844587
OR,2021,30.4,28.9,31.9,4839.0,9.6,8.6,10.6,32872.0,148.0,56.0,37.83783783783784,1177936.0,4254280,18.66004912599836,62647.0,72523.46190611066,5.15,27.906439738661522,7.72680688624162,11.191665400989613,15.263436092980577
OR,2022,30.9,29.4,32.4,5274.0,10.3,9.4,11.4,38535.0,150.0,59.0,39.333333333333336,1262437.0,4247372,19.102318946190056,63691.0,68268.64797419257,3.9416666666666655,30.52429546979374,9.07266893504972,11.13120590611768,15.261810996700396
OR,2023,33.6,32.0,35.3,5721.0,10.9,9.9,11.9,48920.0,195.0,81.0,41.53846153846154,,4253653,19.56097559828428,67518.0,69509.46042781202,3.7916666666666665,,11.500703042772882,11.149218143552707,15.263288701128493
OR,2024,33.5,32.1,35.0,5653.0,12.0,11.1,13.0,56296.0,205.0,82.0,40.0,,4272371,19.92085081394603,70940.0,70940.0,4.291666666666667,,13.176758291824376,11.169589728327614,15.267679500420686
PA,2011,28.6,27.3,29.8,10850.0,9.5,8.8,10.2,3902.0,37.0,6.0,16.216216216216218,,12747052,15.529724486418056,44119.0,61526.13545662346,7.7,,0.30610999311840886,11.02721733029617,16.360810587147967
PA,2012,29.1,28.1,30.1,18893.0,10.2,9.6,10.8,4530.0,43.0,7.0,16.27906976744186,,12769123,15.995067171703282,45637.0,62352.772646052246,7.583333333333333,,0.3547620302506288,11.04056341918205,16.36254054906463
PA,2013,30.0,28.9,31.2,10857.0,10.1,9.4,10.8,6124.0,43.0,13.0,30.232558139534884,,12779538,16.344933708154265,45902.0,61809.43125504161,7.05,,0.4792035518028899,11.031811241107047,16.363355856025485
PA,2014,30.2,28.9,31.4,10374.0,11.2,10.5,12.0,9148.0,43.0,12.0,27.906976744186046,,12792392,16.697730200731698,47467.0,62896.464285488,5.966666666666666,,0.7151125450189456,11.04924522943114,16.364361177179
PA,2015,30.0,28.4,31.6,5335.0,10.4,9.5,11.4,16536.0,95.0,41.0,43.1578947368421,,12789838,17.030154126025344,49291.0,65235.98005136058,5.416666666666667,,1.2929014425358631,11.085766436984876,16.36416150732938
PA,2016,30.3,28.8,31.8,6367.0,11.3,10.3,12.3,29348.0,101.0,47.0,46.53465346534654,2533449.0,12788468,17.420819541701903,50572.0,66097.49158601514,5.333333333333333,11.584207931558915,2.294880043489181,11.09888607634535,16.36405438530173
PA,2017,31.6,30.0,33.2,6135.0,10.6,9.7,11.6,58178.0,95.0,36.0,37.89473684210526,2757011.0,12794679,17.81996576689429,51886.0,66400.48332735553,4.9750000000000005,21.101838186354716,4.547046471427692,11.103459614464471,16.36453993933635
PA,2018,30.9,29.4,32.5,5754.0,11.3,10.3,12.3,79757.0,115.0,42.0,36.52173913043478,2700122.0,12809107,18.237892874245794,54468.0,68042.765492244,4.408333333333333,29.53829493630288,6.22658550670238,11.127891690778517,16.365666960279828
PA,2019,33.2,31.7,34.7,6138.0,10.8,9.9,11.8,114379.0,99.0,22.0,22.22222222222222,2619351.0,12798883,18.71541969301556,56139.0,68881.93444221743,4.266666666666667,43.66692360054074,8.936639236408364,11.140149222943863,16.36486845945698
PA,2020,31.5,29.8,33.2,5025.0,11.4,10.4,12.6,147771.0,115.0,30.0,26.08695652173913,2875535.0,12996143,18.6222252562816,60281.0,73062.83112011524,8.833333333333334,51.38904586450869,11.370373502353736,11.199075050215997,16.380163179096247
PA,2021,33.3,31.7,34.9,5752.0,11.1,10.1,12.1,195774.0,158.0,53.0,33.54430379746835,3160301.0,13015571,18.98986599941749,64003.0,74093.23882032341,5.95,61.94789673515276,15.041522189076453,11.213079563130956,16.381656967903293
PA,2022,33.4,31.2,35.5,4190.0,11.5,10.1,13.0,247015.0,196.0,63.0,32.142857142857146,3401358.0,12984990,19.47082043676333,65080.0,69757.47923820403,4.141666666666667,72.62246432160332,19.023118231126862,11.152779923156533,16.37930463295932
PA,2023,,,,,,,,417375.0,266.0,64.0,24.06015037593985,,13017721,19.951836729864247,68101.0,70109.65615975631,3.658333333333333,,32.062063705313705,11.157815811892258,16.38182214102123
PA,2024,34.2,32.0,36.5,3251.0,13.3,11.9,14.9,573731.0,317.0,84.0,26.498422712933753,,13078751,20.38806684917485,70856.0,70856.0,3.8083333333333336,,43.867415168313855,11.16840492748942,16.386499410137297
RI,2011,25.4,23.9,27.0,6182.0,8.4,7.6,9.3,290.0,27.0,22.0,81.48148148148148,,1053829,14.656666777847134,44095.0,61492.66626532358,11.1,,0.27518696107243207,11.02667319896572,13.867940755832075
RI,2012,25.7,24.2,27.4,5188.0,9.7,8.8,10.7,406.0,34.0,21.0,61.76470588235294,,1054893,15.138822414450969,45298.0,61889.60482329852,10.3,,0.38487315775154446,11.03310750956677,13.868949897947818
RI,2013,27.3,25.8,28.8,6191.0,9.3,8.4,10.2,415.0,31.0,19.0,61.29032258064516,,1055560,15.498604222049964,45104.0,60734.88273555393,9.483333333333333,,0.39315623934215016,11.01427348637683,13.869581989752001
RI,2014,27.0,25.4,28.6,5969.0,9.4,8.6,10.3,744.0,31.0,18.0,58.064516129032256,,1056511,15.829499523980548,46630.0,61787.39186450176,7.766666666666667,,0.7042046888295531,11.031454607494352,13.870482527720913
RI,2015,26.0,24.3,27.7,5668.0,9.0,8.2,10.0,972.0,40.0,27.0,67.5,,1056886,16.119299478931644,48049.0,63592.20964248695,6.016666666666667,,0.9196829175521296,11.06024625192771,13.870837406623396
RI,2016,26.6,24.9,28.4,4936.0,9.8,8.9,10.8,1194.0,57.0,37.0,64.91228070175438,290323.0,1057816,16.47151159921495,48515.0,63408.99715841818,5.241666666666666,4.1126607261567285,1.1287407261754407,11.05736104137296,13.871716963232277
RI,2017,30.0,28.1,31.9,5141.0,8.9,8.0,9.8,1665.0,66.0,40.0,60.60606060606061,315917.0,1056554,16.870318338719084,50414.0,64516.70906343332,4.4750000000000005,5.270371648249382,1.575877806529529,11.074679524481876,13.870523226894868
RI,2018,27.7,26.0,29.5,5141.0,10.9,9.9,11.9,2957.0,75.0,53.0,70.66666666666667,210934.0,1059338,17.273387391862403,52132.0,65124.5768275256,4.05,14.018602975338258,2.7913659285327252,11.084057281184663,13.87315474268733
RI,2019,30.0,28.2,31.9,5464.0,10.4,9.5,11.5,5301.0,74.0,50.0,67.56756756756756,206565.0,1058158,17.761431566240592,55123.0,67635.31363683628,3.525,25.662624355529736,5.009648842611406,11.121885516709796,13.872040218624807
RI,2020,30.1,28.2,32.1,4671.0,10.3,9.3,11.4,9024.0,87.0,47.0,54.02298850574713,307027.0,1096530,17.748112895231163,59277.0,71845.94549372225,9.258333333333333,29.391551883059144,8.22959700145003,11.182279459764926,13.90766120624693
RI,2021,30.1,28.4,31.8,4941.0,10.4,9.5,11.5,13654.0,108.0,48.0,44.44444444444444,334895.0,1097246,18.248546870400403,63101.0,73049.03618269811,5.55,40.77098792158736,12.443882228780055,11.198886223152012,13.908313962066506
RI,2022,30.8,29.1,32.7,5120.0,11.5,10.5,12.6,22261.0,142.0,61.0,42.95774647887324,348017.0,1099498,18.752383332998832,64538.0,69176.52420213909,3.225,63.965266064588796,20.246512499340607,11.144416838415115,13.910364269966658
RI,2023,31.6,29.7,33.5,5171.0,11.8,10.7,13.0,32465.0,163.0,52.0,31.901840490797547,,1103429,19.26269182838137,67907.0,69909.9340808589,2.975,,29.42192021416874,11.154963036591253,13.913933161874946
RI,2024,31.1,29.3,32.9,4836.0,11.6,10.5,12.7,36879.0,203.0,60.0,29.55665024630542,,1112308,19.7241137868216,70743.0,70743.0,4.25,,33.15538501925725,11.166808870681278,13.92194769385849
SC,2011,30.8,29.6,32.1,12352.0,12.0,11.3,12.9,1584.0,37.0,7.0,18.91891891891892,,4672655,14.22895363935092,34406.0,47980.87482763858,10.358333333333333,,0.338993570036735,10.778557769400422,15.35723799058134
SC,2012,31.6,30.4,32.8,12210.0,11.6,10.9,12.3,1541.0,42.0,10.0,23.80952380952381,,4719027,14.883633585461276,35807.0,48922.27206295753,9.033333333333331,,0.32655036726850684,10.797988033182074,15.367113192243332
SC,2013,31.7,30.5,33.1,10227.0,12.5,11.7,13.3,1603.0,40.0,7.0,17.5,,4766469,15.39913687552665,35923.0,48372.18855332795,7.425,,0.3363076524781762,10.786680310882518,15.377116337170714
SC,2014,32.1,30.9,33.3,10393.0,12.0,11.3,12.7,2173.0,43.0,13.0,30.232558139534884,,4826858,15.91005377152026,37755.0,50027.5140434112,6.3,,0.450189336417189,10.820328413929511,15.389706296352033
SC,2015,31.7,30.5,33.0,10865.0,11.8,11.1,12.6,3340.0,82.0,46.0,56.09756097560975,,4896006,16.374337782752168,39598.0,52407.42403428164,5.9,,0.6821887064680885,10.866803540317006,15.403930328663744
SC,2016,32.3,31.0,33.6,10503.0,13.0,12.3,13.8,4222.0,81.0,33.0,40.74074074074074,1188155.0,4963031,16.864466626600944,40752.0,53262.77341440498,4.9,3.5534084357680604,0.8506898304685181,10.882992931132799,15.417527200772113
SC,2017,34.1,32.8,35.4,10475.0,13.4,12.7,14.2,5957.0,81.0,31.0,38.27160493827161,1196616.0,5027102,17.34409743182505,42385.0,54241.6930545805,4.191666666666666,4.978205205345741,1.184976950935151,10.901205136260248,15.430354232900534
SC,2018,34.3,33.0,35.6,10082.0,13.3,12.5,14.1,9428.0,98.0,38.0,38.775510204081634,1186008.0,5091702,17.837451108678536,43817.0,54737.274281663646,3.3666666666666667,7.9493561594862765,1.8516401784707746,10.91030018745034,15.443122713773281
SC,2019,35.4,33.8,36.9,6627.0,13.4,12.4,14.4,13830.0,88.0,21.0,23.863636363636363,1197553.0,5157702,18.34202929372044,46150.0,56625.54150427215,2.766666666666667,11.548549417019538,2.6814267284150963,10.944215425728963,15.45600168942329
SC,2020,36.2,34.2,38.3,3704.0,13.6,12.4,14.9,19997.0,105.0,32.0,30.476190476190474,1219001.0,5132249,18.262061898573656,48763.0,59102.58346593751,6.0,16.404416403267923,3.8963425196244375,10.987029915906424,15.45105452263652
SC,2021,36.1,34.6,37.5,8806.0,13.7,12.9,14.6,26031.0,132.0,43.0,32.57575757575758,1332408.0,5194274,18.62118630786967,53389.0,61805.91421305636,3.933333333333333,19.53680854513032,5.011479948882173,11.031754338107296,15.463067422990173
SC,2022,35.0,33.6,36.4,8809.0,12.9,12.1,13.7,38025.0,166.0,71.0,42.7710843373494,1427735.0,5287935,18.99397436529746,54550.0,58470.659072588045,3.2,26.633093676347503,7.19089777011253,10.976280353084777,15.480938368456266
SC,2023,36.0,34.5,37.4,8943.0,14.9,14.0,15.8,56003.0,207.0,90.0,43.47826086956522,,5387830,19.384311624451662,57735.0,59437.90837702135,2.966666666666667,,10.394351714883358,10.99268748996061,15.49965326441849
SC,2024,34.6,32.9,36.4,8446.0,13.9,12.9,15.0,58697.0,206.0,72.0,34.95145631067961,,5478831,19.790460327196936,60649.0,60649.0,4.108333333333333,,10.713416785442003,11.0128584261901,15.516402315000118
SD,2011,28.1,26.3,30.1,7820.0,9.5,8.4,10.6,254.0,19.0,7.0,36.8421052631579,,823740,14.359148263445006,44532.0,62102.08445690872,4.558333333333334,,0.3083497219996601,11.036534833492036,13.621610225119706
SD,2012,28.1,26.5,29.8,7433.0,7.8,6.9,8.7,329.0,20.0,6.0,30.0,,833859,14.568349008007036,44996.0,61476.98924078635,4.016666666666667,,0.39455111715529845,11.026418225093382,13.633819602299626
SD,2013,29.9,28.0,31.8,6531.0,9.1,8.1,10.2,385.0,19.0,6.0,31.57894736842105,,842751,14.821695412914003,44988.0,60578.68270013969,3.7,,0.4568371915310691,11.011698339546848,13.64442681968712
SD,2014,29.8,27.9,31.8,6960.0,9.1,8.1,10.3,486.0,21.0,10.0,47.61904761904762,,849670,15.171367214784892,46732.0,61922.54764340331,3.341666666666667,,0.5719867713347535,11.033639651529024,13.652603317789548
SD,2015,30.4,28.5,32.3,6707.0,9.3,8.3,10.4,713.0,39.0,23.0,58.97435897435897,,854663,15.542578812577132,48308.0,63934.99268266269,3.025,,0.8342469487973623,11.06562210679563,13.658462518173778
SD,2016,29.6,27.6,31.7,5371.0,7.9,7.0,9.0,930.0,36.0,10.0,27.77777777777778,110063.0,863693,15.885359144925143,48284.0,63107.080671896605,3.0,8.449706077428383,1.0767714917221745,11.052588255734578,13.668972660569562
SD,2017,31.9,29.8,34.1,6533.0,11.1,9.8,12.5,931.0,36.0,16.0,44.44444444444444,108725.0,873732,16.210150864520696,49408.0,63229.29268469301,3.016666666666667,8.562888020234537,1.0655441256586689,11.05452296460219,13.680528971459587
SD,2018,30.1,28.1,32.1,6630.0,9.3,8.3,10.4,1011.0,38.0,18.0,47.36842105263158,106626.0,879386,16.676237523161284,51579.0,64433.755623934296,2.766666666666667,9.481739913341961,1.1496657895395197,11.073392930422008,13.686979215656706
SD,2019,33.0,30.6,35.5,6166.0,10.6,9.2,12.2,1540.0,39.0,8.0,20.512820512820515,105381.0,887127,17.17779608538992,54408.0,66758.0165149391,2.7416666666666667,14.61364002998643,1.7359408517607964,11.10882966665344,13.695743430298464
SD,2020,33.2,30.7,35.8,6231.0,7.9,6.9,9.1,2132.0,46.0,14.0,30.434782608695652,109552.0,887948,17.35171640263806,59595.0,72231.37341124512,4.141666666666667,19.461077844311376,2.4010415024303224,11.187629765279809,13.69666846170113
SD,2021,38.4,35.6,41.4,6690.0,10.8,9.3,12.5,3128.0,59.0,18.0,30.508474576271187,122137.0,896492,17.665422980278688,67188.0,77780.36232457681,2.55,25.610584835062266,3.489155508359249,11.261644266024637,13.706244648395764
SD,2022,36.8,33.5,40.1,6834.0,9.1,7.6,10.9,4419.0,76.0,23.0,30.263157894736842,132338.0,909723,18.037795219990336,69795.0,74811.35930286493,1.925,33.39176955976364,4.857522564560861,11.222725014770418,13.720895436550892
SD,2023,36.0,33.0,39.2,5449.0,11.8,10.0,13.9,6511.0,85.0,13.0,15.294117647058824,,918305,18.457279501286347,74201.0,76389.57719725229,1.8,,7.090236903860918,11.24360154172826,13.730284858430524
SD,2024,37.0,33.8,40.3,5382.0,11.8,10.0,14.0,12428.0,82.0,8.0,9.75609756097561,,924669,18.860942330878228,75499.0,75499.0,1.825,,13.440485189835497,11.231874690116287,13.737191114617488
TN,2011,29.2,26.8,31.7,5575.0,11.2,9.8,12.7,3606.0,20.0,0.0,0.0,,6400298,13.75315538211317,37696.0,52568.94313499576,9.041666666666666,,0.5634112661629193,10.869880789654697,15.6718551097459
TN,2012,31.1,29.6,32.7,6613.0,12.0,11.1,13.0,3579.0,19.0,1.0,5.2631578947368425,,6455752,14.261788691712711,39079.0,53392.7296324271,7.925,,0.5543893259840217,10.885429866473658,15.680482074315528
TN,2013,33.7,31.9,35.5,5452.0,12.2,11.1,13.4,4904.0,22.0,2.0,9.090909090909092,,6496943,14.674055541949851,39099.0,52648.83779880772,7.625,,0.7548165344839873,10.871399443221765,15.686842316544206
TN,2014,31.2,29.3,33.2,4793.0,13.0,11.9,14.2,8076.0,26.0,5.0,19.23076923076923,,6544617,15.072443994070186,40225.0,53300.40398347809,6.575,,1.2339912327948297,10.88369918955257,15.69415343766126
TN,2015,33.8,31.9,35.7,5475.0,12.7,11.6,13.8,10888.0,49.0,17.0,34.69387755102041,,6595354,15.416616971974628,41937.0,55503.05928899614,5.525,,1.6508590744333056,10.9241934205396,15.701876019721043
TN,2016,34.8,33.0,36.7,5657.0,12.7,11.7,13.8,14143.0,45.0,11.0,24.444444444444443,1655825.0,6651277,15.755597816825048,42938.0,56119.87055525425,4.741666666666666,8.541361556927816,2.1263585924928403,10.935245227643072,15.71031942427181
TN,2017,32.8,31.1,34.6,5354.0,13.1,12.0,14.2,18361.0,44.0,11.0,25.0,1598310.0,6714748,16.059459708141542,44407.0,56829.32319157146,3.733333333333333,11.487758945386064,2.7344287529479887,10.947807724869053,15.719816859312724
TN,2018,34.4,32.5,36.3,4756.0,13.8,12.6,15.1,20921.0,52.0,15.0,28.846153846153847,1535055.0,6778180,16.389023218702814,46449.0,58025.23342787034,3.5,13.628827631583233,3.086521750676435,10.968633254018998,15.72921918730286
TN,2019,36.5,34.8,38.3,5673.0,13.8,12.7,14.9,25355.0,58.0,14.0,24.137931034482758,1550497.0,6830325,16.797141956782802,48903.0,60003.44217082169,3.333333333333333,16.352821063181675,3.7121220439730176,11.002157209072365,15.73688281460229
TN,2020,35.6,33.6,37.6,4152.0,14.1,12.8,15.5,33570.0,73.0,19.0,26.027397260273972,1590217.0,6927904,16.574426215457247,51979.0,63000.49599031983,7.491666666666666,21.11032645230179,4.845621417386846,11.050897878204898,15.751067872315469
TN,2021,35.0,33.1,36.8,4349.0,14.0,12.8,15.3,48172.0,99.0,30.0,30.303030303030305,2034974.0,6965740,16.86785418303228,57707.0,66804.6581035952,4.441666666666666,23.672046915587128,6.915561017207073,11.109528089183316,15.75651440506567
TN,2022,38.9,37.1,40.8,4710.0,14.8,13.6,16.0,71163.0,133.0,52.0,39.097744360902254,1716769.0,7062217,17.098426021058156,59097.0,63344.46451352403,3.35,41.451703752805415,10.076580767767402,11.056342802508023,15.770269582837518
TN,2023,37.6,35.8,39.4,5141.0,14.5,13.4,15.8,99719.0,156.0,46.0,29.487179487179485,,7148304,17.409431693530635,63437.0,65308.090304202015,3.25,,13.950022271017014,11.086871201988439,15.782385683735955
TN,2024,,,,,,,,92587.0,161.0,43.0,26.70807453416149,,7227750,17.730928823853667,66288.0,66288.0,3.375,,12.809933935180382,11.101764164317183,15.793438342381643
TX,2011,30.4,29.1,31.8,14024.0,10.2,9.5,11.0,7859.0,16.0,0.0,0.0,,25645504,10.582229925892712,41941.0,58488.80634616026,8.033333333333333,,0.306447477109438,10.97659067040117,17.05987883156618
